displacement,doors,fuel,kilowatts,location,manufacturer,mileage,model,price,title,year,color,cruiseControl,drivetrain,emissionStandard,rimSize,transmission,type,airCondition,navigation,registration,transmission_encoded,type_encoded
3.0,5-Apr,Dizel,160,Sarajevo - Novi Grad,Audi,265500,A6,46000,Audi A6 2015,2015,Bijela,False,Sva četiri,Euro 5,16,Automatik,Limuzina,False,False,False,2,3
1.8,5-Apr,Benzin,90,Bijeljina,Audi,265513,A4,2000,Audi a4 b5 1.8,1995,Crna,False,Prednji,Euro 5,16,Manuelni,Limuzina,False,False,False,0,3
2.0,5-Apr,Dizel,105,Tešanj,Audi,265555,A4,16900,Audi A4 2.0 tdi 105kw,2009,Plava,True,Prednji,Euro 5,16,Manuelni,Limuzina,True,True,True,0,3
2.0,5-Apr,Dizel,125,Sarajevo - Novi Grad,Audi,265555,A5,23000,Audi A5 2.0 TDI Sportback 125kw Sline,2011,Crna,True,Prednji,Euro 5,18,Manuelni,Sportski/kupe,False,True,True,0,5
2.0,5-Apr,Dizel,140,Derventa,Audi,265555,A5,64999,Audi A5 SPORTBACK QUATTRO 2.0 TDI,2017,Crna,True,Sva četiri,Euro 6,19,Automatik,Sportski/kupe,True,True,True,2,5
2.0,5-Apr,Dizel,125,Gradiška,Audi,265574,A4,19500,Audi A4 2.0TDI Sline panorama* led*uvoz,2011,Bijela,True,Prednji,Euro 5,18,Manuelni,Limuzina,False,False,False,0,3
1.9,5-Apr,Dizel,96,Zenica,Audi,265634,A4,5850,Audi A4,2003,Crna,False,Prednji,Euro 5,16,Manuelni,Limuzina,False,False,False,0,3
2.0,5-Apr,Dizel,88,Zenica,Audi,265657,A4,20999,AUDI A4 2.0 TDI,2012,Crna,True,Prednji,Euro 5,16,Manuelni,Limuzina,False,True,True,0,3
1.6,5-Apr,Dizel,77,Zenica,Audi,265743,A3,13300,Audi A3,2011,Crna,False,Prednji,Euro 5,16,Manuelni,Malo auto,False,False,False,0,2
1.9,5-Apr,Dizel,85,Ilidža,Audi,265865,A4,13500,Audi A4 B7,2008,Plava,True,Prednji,Euro 4,16,Manuelni,Limuzina,False,False,True,0,3
2.0,5-Apr,Dizel,88,Banja Luka,Audi,265883,A4,15500,Audi A4,2009,Crna,False,Prednji,Euro 5,17,Manuelni,Limuzina,False,False,False,0,3
1.6,5-Apr,Benzin,51,Visoko,Audi,265998,80,1000,Audi 80,1990,Siva,False,Prednji,Euro 5,16,Manuelni,Oldtimer,False,False,False,0,0
3.0,5-Apr,Dizel,171,Modriča,Audi,266000,A8,15000,Audi A8,2004,Crna,True,Sva četiri,Euro 4,20,Automatik,Limuzina,True,True,True,2,3
4.2,5-Apr,Benzin,257,Sarajevo - Centar,Audi,266000,A8,18500,Audi A8 4.2 fsi Facelift 2006g Tek registrovan Moze zamjena,2006,Siva,False,Prednji,Euro 5,16,Automatik,Limuzina,False,False,False,2,3
1.6,5-Apr,Benzin,75,Gradiška,Audi,266000,A3,9690,Audi A3 Mod.2007 MF Volan Full Oprema Tek Registrovan!,2006,Crna,True,Prednji,Euro 4,16,Manuelni,Malo auto,False,False,True,0,2
2.0,5-Apr,Dizel,125,Kotor Varoš,Audi,266000,A4,16500,Audi A4 B8 2.0 TDI 125 kw LED XENON LIMUZINA,2008,Crna,True,Prednji,Euro 5,17,Manuelni,Limuzina,True,True,False,0,3
2.0,5-Apr,Dizel,105,Banja Luka,Audi,266000,A4,20600,Audi A4,2008,Siva,True,Prednji,Euro 5,19,Manuelni,Limuzina,True,False,True,0,3
3.0,5-Apr,Dizel,176,Brčko,Audi,266000,A6,18000,Audi A6 3.0 V6 Quattro Tek registrovan 05/24,2009,Crna,True,Sva četiri,Euro 5,16,Automatik,Limuzina,True,True,True,2,3
3.0,5-Apr,Dizel,176,Mostar,Audi,266000,A6,17500,Audi A6 Facelift 3.0 Quattro 176 kw uvoz Swicarska top stanje,2009,Crna,False,Sva četiri,Euro 5,17,Automatik,Limuzina,True,True,True,2,3
2.0,5-Apr,Dizel,125,Vogošća,Audi,266000,A4,16999,Audi A4 2.0 TDI 125kw Quattro,2009,Crna,True,Sva četiri,Euro 5,17,Manuelni,Limuzina,False,False,True,0,3
2.7,5-Apr,Dizel,140,Živinice,Audi,266000,A6,18900,"Audi A6 2.7 TDI 140KW 2009.God Navi,xenon-led",2009,Siva,True,Prednji,Euro 5,16,Automatik,Limuzina,False,True,True,2,3
2.7,5-Apr,Dizel,140,Živinice,Audi,266000,A6,17995,"Audi A6 2.7TDI 140KW Facelift ŠIBER,MF,F1,NAVI,ALU,LED",2009,Siva,True,Prednji,Euro 5,19,Automatik,Limuzina,False,True,True,2,3
2.0,5-Apr,Dizel,88,Sarajevo - Centar,Audi,266000,A4,18900,Audi A4,2009,Siva,True,Prednji,Euro 5,18,Manuelni,Limuzina,False,True,True,0,3
2.0,3-Feb,Dizel,103,Tuzla,Audi,266000,A3,12400,Audi A3,2009,Crna,True,Prednji,Euro 5,17,Manuelni,Malo auto,True,False,True,0,2
2.0,5-Apr,Dizel,103,Trebinje,Audi,266000,A3,16200,AUDI A3 2.0 103KW TEK UVEZEN!,2009,Siva,True,Prednji,Euro 5,16,Manuelni,Malo auto,True,False,True,0,2
2.0,5-Apr,Benzin,155,Doboj,Audi,266000,Q5,23900,Audi Q5,2009,Crna,False,Sva četiri,Euro 5,16,Automatik,SUV,True,False,False,2,6
2.0,5-Apr,Dizel,88,Gradačac,Audi,266000,A4,16950,Audi a4 dizel 2.0 tdi 2010 god,2010,Crna,True,Prednji,Euro 5,16,Manuelni,Limuzina,True,False,False,0,3
2.7,5-Apr,Dizel,140,Brčko,Audi,266000,A6,15500,Audi A6 4F FACELIFT 2.7 TDI 140 KW,2010,Crna,False,Prednji,Euro 5,17,Automatik,Limuzina,True,True,False,2,3
2.0,5-Apr,Dizel,125,Maglaj,Audi,266000,A6,15500,Audi A6 2.0 TDI Avant 2010 godina 125 kW,2010,Crna,True,Prednji,Euro 5,16,Manuelni,Limuzina,True,True,False,0,3
2.0,5-Apr,Dizel,100,Laktaši,Audi,266000,A6,19000,Audi A6,2010,Zelena,False,Prednji,Euro 5,16,Manuelni,Limuzina,False,True,True,0,3
2.0,5-Apr,Dizel,88,Travnik,Audi,266000,A4,16600,Audi A4 B8,2010,Smeđa,True,Prednji,Euro 5,16,Manuelni,Limuzina,False,True,False,0,3
2.7,5-Apr,Dizel,140,Bijeljina,Audi,266000,A6,18800,Audi A6 2.7 2010 automatik,2010,Plava,True,Prednji,Euro 5,20,Automatik,Limuzina,False,True,False,2,3
2.0,5-Apr,Dizel,125,Zenica,Audi,266000,A4 Allroad,21500,Audi A4 Allroad 2.0 tdi 4x4 125kw quattro tek registriran,2010,Crna,False,Sva četiri,Euro 5,17,Manuelni,Karavan,True,True,True,0,4
3.0,5-Apr,Dizel,176,Srebrenik,Audi,266000,Q7,41000,Audi Q7 3xS-Line | Euro6 | MOŽE ZAMJENA!!,2010,Bijela,True,Sva četiri,Euro 6,16,Automatik,SUV,True,True,True,2,6
3.0,5-Apr,Dizel,176,Tešanj,Audi,266000,Q5,33000,"AUDI Q5 ""ABT"" 3.0 TDI QUATTRO",2010,Bijela,True,Sva četiri,Euro 5,18,Automatik,SUV,True,True,True,2,6
4.2,5-Apr,Dizel,250,Sarajevo - Novi Grad,Audi,266000,Q7,39950,Audi Q7 4.2TDI Quattro / Pano/ S line / B&O / Multimedia,2010,Siva,True,Sva četiri,Euro 5,16,Automatik,SUV,False,True,False,2,6
2.0,3-Feb,Dizel,103,Maglaj,Audi,266000,A3,15399,AUDI A3 8P 2.0TDI 103KW 2010 ŠALT,2010,Siva,False,Sva četiri,Euro 5,16,Manuelni,Malo auto,False,False,False,0,2
2.7,5-Apr,Dizel,140,Bijeljina,Audi,266000,A6,16800,Audi A6 2.7 TDI 4 f quattro S line xenon,2011,Crna,True,Sva četiri,Euro 5,17,Automatik,Limuzina,True,True,False,2,3
3.0,5-Apr,Dizel,180,Tešanj,Audi,266000,A6,33500,Audi A6 3.0 quattro MATRIX,2011,Bijela,False,Sva četiri,Euro 5,18,Automatik,Limuzina,True,True,True,2,3
3.0,5-Apr,Dizel,180,Banja Luka,Audi,266000,A6,34000,Audi a6 TDI(uvoz Švicarska)quattro limuzina s-tronic može zamjena,2011,Smeđa,True,Sva četiri,Euro 5,17,Automatik,Limuzina,False,True,True,2,3
1.6,5-Apr,Dizel,105,Gradačac,Audi,266000,A4,12900,Audi A3 Sportback 1.6 TDI 2011 god,2011,Crna,True,Prednji,Euro 5,16,Manuelni,Limuzina,False,False,False,0,3
3.0,5-Apr,Dizel,175,Kalesija,Audi,266000,Q5,29900,Audi Q5 TDI 3.0.mod 2012(3xS-line)LED.xenon,2011,Crna,True,Sva četiri,Euro 5,20,Automatik,SUV,True,True,True,2,6
2.0,5-Apr,Dizel,103,Bijeljina,Audi,266000,A3,15800,Audi A3 2.0 103kw 2011 *Top stanje*,2011,Siva,True,Prednji,Euro 5,16,Manuelni,Malo auto,True,False,True,0,2
2.0,3-Feb,Dizel,103,Grude,Audi,266000,A3,13500,Audi A3 2011,2011,Crna,False,Prednji,Euro 5,17,Manuelni,Malo auto,True,False,False,0,2
3.0,3-Feb,Dizel,176,Zenica,Audi,266000,A5,25500,Audi A5 3xsline Quatro 3.0 2011,2011,Crna,True,Sva četiri,Euro 5,19,Automatik,Sportski/kupe,False,True,True,2,5
3.0,5-Apr,Dizel,150,Vogošća,Audi,266000,A4,22600,TEK REGISTROVAN AUDI A4 2012. AUTOMATIK,2012,Siva,True,Prednji,Euro 5,17,Automatik,Limuzina,True,True,True,2,3
2.0,5-Apr,Dizel,130,Konjic,Audi,266000,A6,28999,Audi A6 4G 2.0 TDI,2012,Crna,True,Prednji,Euro 5,18,Automatik,Limuzina,True,True,True,2,3
2.0,5-Apr,Dizel,130,Prnjavor,Audi,266000,A4,23800,Audi A4 facelift,2012,Siva,True,Prednji,Euro 5,17,Automatik,Limuzina,True,True,True,2,3
2.0,5-Apr,Dizel,88,Visoko,Audi,266000,A4,23500,Audi A4 2.0 TDI,2013,Crna,True,Prednji,Euro 5,16,Manuelni,Limuzina,True,True,True,0,3
3.0,5-Apr,Dizel,150,Ljubuški,Audi,266000,A6,29999,Audi A6,2013,Crna,True,Prednji,Euro 5,19,Automatik,Limuzina,False,True,True,2,3
3.0,5-Apr,Dizel,180,Banja Luka,Audi,266000,A4,29900,AUDI A4 3.0 180kw QUATTRO 2013g FULL LED,2013,Siva,True,Sva četiri,Euro 5,16,Automatik,Limuzina,False,True,True,2,3
2.0,5-Apr,Dizel,130,Doboj Jug,Audi,266000,Q5,36999,Audi Q5 2.0 TDI QUATTRO AUTOMATIC 2013 LED,2013,Crna,True,Sva četiri,Euro 5,16,Automatik,SUV,True,True,False,2,6
2.0,5-Apr,Dizel,110,Mostar,Audi,266000,A3,24500,Audi A3 2.0 TDi,2013,Bijela,True,Prednji,Euro 5,17,Manuelni,Malo auto,True,False,False,0,2
1.6,5-Apr,Dizel,77,Ugljevik,Audi,266000,A3,24900,AUDI A3 3X S-LINE S-TRONIC *UVOZ*,2013,Crna,False,Sva četiri,Euro 5,16,Automatik,Malo auto,True,True,False,2,2
1.6,5-Apr,Dizel,77,Kiseljak,Audi,266000,A3,23500,Audi A3 sportback 2013 god 1.6 tdi 77kw,2013,Crna,True,Prednji,Euro 5,16,Manuelni,Malo auto,False,True,False,0,2
2.0,5-Apr,Dizel,135,Sarajevo - Novo Sarajevo,Audi,266000,Q5,35500,Audi Q5 2.0TDI *** Led***,2013,Bijela,False,Sva četiri,Euro 5,16,Automatik,SUV,False,False,False,2,6
2.0,5-Apr,Dizel,130,Maglaj,Audi,266000,Q5,35500,"AUDI Q5 2.0 TDI QUATTRO 2013god.*Koža,xenon,navi*",2013,Crna,True,Sva četiri,Euro 5,17,Automatik,SUV,False,True,False,2,6
2.0,5-Apr,Dizel,110,Sarajevo - Novi Grad,Audi,266000,A4,26500,Audi A4 b8.5 Avant,2015,Bijela,True,Prednji,Euro 6,18,Automatik,Limuzina,False,True,True,2,3
2.0,5-Apr,Dizel,103,Bileća,Audi,266050,A3,17500,AUDI A3 2.0 TDI QUATTRO REG. DO 12/2023,2010,Plava,True,Sva četiri,Euro 5,17,Manuelni,Malo auto,True,True,True,0,2
2.0,5-Apr,Dizel,105,Tomislavgrad,Audi,266170,A4,15990,Audi A4,2009,Crna,False,Prednji,Euro 5,16,Manuelni,Limuzina,False,False,False,0,3
2.0,3-Feb,Dizel,103,Sarajevo - Novo Sarajevo,Audi,266500,A3,10800,Audi A3,2005,Crna,False,Prednji,Euro 4,18,Manuelni,Malo auto,True,True,False,0,2
2.7,5-Apr,Dizel,140,Živinice,Audi,266500,A6,17900,Audi A6 2.7 tdi facelift model 2010g led-xenon navi siber,2009,Siva,True,Prednji,Euro 5,16,Automatik,Limuzina,False,True,True,2,3
3.0,5-Apr,Dizel,150,Sarajevo - Novo Sarajevo,Audi,266500,A7,37000,Audi A7 3.0 TDI 2012 S Line QUATTRO,2012,Crna,True,Sva četiri,Euro 5,19,Automatik,Limuzina,True,True,True,2,3
2.0,5-Apr,Dizel,140,Lukavac,Audi,266610,Q5,37500,Audi Q5,2013,Crna,True,Sva četiri,Euro 6,19,Automatik,SUV,False,True,True,2,6
2.0,5-Apr,Dizel,103,Živinice,Audi,266658,A4,8500,Audi A4,2006,Crna,True,Prednji,Euro 4,16,Manuelni,Limuzina,True,True,True,0,3
2.0,5-Apr,Dizel,103,Kiseljak,Audi,266686,A4,9999,Audi A4 B7 2.0 TDI REG 04/2024 EURO 4 CHROM LINE,2005,Crna,False,Prednji,Euro 4,16,Manuelni,Limuzina,True,True,True,0,3
2.0,5-Apr,Dizel,88,Gradiška,Audi,266777,A4,16100,Audi A4 B8 2.0 tdi,2009,Plava,False,Prednji,Euro 4,16,Manuelni,Limuzina,True,True,True,0,3
1.9,5-Apr,Dizel,96,Bijeljina,Audi,266796,A4,8000,Audi A4,2001,Siva,False,Prednji,Euro 3,16,Manuelni,Limuzina,False,False,True,0,3
2.0,5-Apr,Dizel,105,Breza,Audi,266890,Q5,28999,Audi q5 2.0,2011,Crna,True,Sva četiri,Euro 5,17,Manuelni,SUV,False,True,True,0,6
2.7,5-Apr,Plin,187,Bihać,Audi,267000,A6,3600,Audi A6 2.7 biturbo,2002,Crvena,False,Sva četiri,Euro 5,18,Automatik,Limuzina,True,True,True,2,3
1.9,3-Feb,Dizel,77,Goražde,Audi,267000,A3,7799,Audi A3,2003,Plava,False,Prednji,Euro 4,17,Manuelni,Malo auto,True,False,True,0,2
1.6,3-Feb,Benzin,75,Ilidža,Audi,267000,A3,6950,Audi A3,2003,Siva,False,Prednji,Euro 5,16,Manuelni,Malo auto,False,False,False,0,2
2.4,5-Apr,Benzin,125,Sarajevo - Centar,Audi,267000,A6,4500,Audi A6 2004 hitno radi odlaska u inostranstvo,2004,Siva,False,Prednji,Euro 4,16,Automatik,Limuzina,True,False,False,2,3
2.0,5-Apr,Dizel,103,Gračanica,Audi,267000,A4,9500,Audi A4 2005,2005,Siva,False,Prednji,Euro 4,16,Manuelni,Limuzina,True,True,True,0,3
2.0,5-Apr,Dizel,103,Jablanica,Audi,267000,A4,8700,Audi A4 b7,2006,Siva,False,Prednji,Euro 5,16,Manuelni,Limuzina,False,True,True,0,3
1.9,5-Apr,Dizel,85,Sarajevo - Novo Sarajevo,Audi,267000,A4,9500,Audi A4 B7 2006 1.9 TDI 85kw,2006,Crna,True,Prednji,Euro 4,16,Manuelni,Limuzina,False,False,True,0,3
2.0,5-Apr,Dizel,103,Bijeljina,Audi,267000,A6,15500,Audi A6 S line 4F 2.0 može zamjena za jeftinije vozilo,2007,Crna,False,Prednji,Euro 5,18,Manuelni,Limuzina,False,False,True,0,3
2.0,5-Apr,Dizel,105,Gračanica,Audi,267000,A4,14600,Audi A4,2008,Siva,True,Prednji,Euro 5,16,Manuelni,Limuzina,True,False,False,0,3
2.0,5-Apr,Dizel,100,Bijeljina,Audi,267000,A4,18500,Audi A4 B8 2.0 TDI,2009,Crna,False,Prednji,Euro 5,16,Manuelni,Limuzina,True,False,True,0,3
2.0,5-Apr,Dizel,125,Novi Grad,Audi,267000,A4,16950,Audi A4 2.0TDI 125KW*2009god*PERFEKTNO STANJE*,2009,Smeđa,True,Prednji,Euro 5,17,Manuelni,Limuzina,True,True,False,0,3
2.0,5-Apr,Dizel,100,Gradiška,Audi,267000,A4,16600,Audi A4 2009,2009,Siva,True,Prednji,Euro 5,17,Manuelni,Limuzina,False,False,False,0,3
2.7,5-Apr,Dizel,140,Novi Travnik,Audi,267000,A4,13990,Audi A4,2009,Plava,True,Prednji,Euro 5,17,Manuelni,Limuzina,False,False,False,0,3
2.0,5-Apr,Dizel,125,Doboj Jug,Audi,267000,A4,19400,Audi A4 B8 S-Line 125kw Quattro Bi-Xenon Full Max oprema Panorama,2009,Crna,True,Sva četiri,Euro 5,18,Manuelni,Limuzina,False,True,True,0,3
2.0,5-Apr,Dizel,125,Sarajevo - Novi Grad,Audi,267000,A4,19000,Audi A4 2.0 125 kw B8,2009,Plava,True,Prednji,Euro 5,18,Manuelni,Limuzina,False,False,False,0,3
2.0,5-Apr,Benzin,155,Bijeljina,Audi,267000,Q5,25000,Audi Q5 2.0 tfsi Quattro S tronic SRB table,2009,Siva,True,Sva četiri,Euro 5,17,Automatik,SUV,True,False,True,2,6
2.0,5-Apr,Dizel,103,Sanski Most,Audi,267000,A3,13900,Audi A3 2009,2009,Crna,True,Prednji,Euro 5,17,Manuelni,Malo auto,True,False,True,0,2
2.0,5-Apr,Dizel,125,Kiseljak,Audi,267000,A3,15900,AUDI A3 QUATTRO 2.0 TDI 125 KW 2009 GODINA,2009,Siva,False,Sva četiri,Euro 5,17,Manuelni,Malo auto,True,True,False,0,2
2.0,3-Feb,Dizel,103,Tuzla,Audi,267000,A3,10900,Audi A3 2.0tdi 103kw CR motor( jedna bregasta)2009 good,2009,Siva,False,Prednji,Euro 5,17,Manuelni,Malo auto,False,False,False,0,2
2.0,5-Apr,Dizel,125,Sarajevo - Novi Grad,Audi,267000,Q5,23900,Audi Q5 2.0 tdi 125kw LED XENON MOD 2010GOD,2009,Siva,True,Sva četiri,Euro 5,18,Manuelni,SUV,False,False,True,0,6
2.0,5-Apr,Dizel,103,Gradačac,Audi,267000,A3,13300,Audi A3 Sportback 2.0 TDI 103kw CR Euro 5 Facelift 2009 Godina,2009,Siva,False,Prednji,Euro 5,16,Manuelni,Malo auto,False,False,False,0,2
2.0,5-Apr,Dizel,125,Kiseljak,Audi,267000,A3,15900,Audi A3 2.0 tdi 125kw 2009 Quattro S line urađen veliki servis,2009,Crna,False,Sva četiri,Euro 5,16,Manuelni,Malo auto,False,False,True,0,2
2.0,5-Apr,Dizel,125,Ugljevik,Audi,267000,Q5,24500,Audi Q5,2009,Smeđa,True,Sva četiri,Euro 5,17,Automatik,SUV,False,True,False,2,6
2.0,5-Apr,Dizel,103,Travnik,Audi,267000,A3,13700,Audi A3 8P Sportback 2.0 TDI 103 KW Xenon uvoz,2009,Siva,True,Prednji,Euro 5,16,Manuelni,Malo auto,False,False,False,0,2
2.0,5-Apr,Dizel,103,Kalesija,Audi,267000,A3,13950,Audi A3 2.0 TDi Uvoz Svicarska,2009,Crna,False,Prednji,Euro 5,16,Manuelni,Malo auto,False,False,True,0,2
2.7,5-Apr,Dizel,140,Odžak,Audi,267000,A6,17800,Audi A6,2010,Smeđa,True,Prednji,Euro 5,18,Manuelni,Limuzina,True,True,True,0,3
2.0,5-Apr,Dizel,125,Tuzla,Audi,267000,A4,15700,Audi A4 4x4 2.0 TDI 125 Kw. 170 ks,2010,Siva,True,Sva četiri,Euro 5,16,Manuelni,Limuzina,False,False,False,0,3
2.0,5-Apr,Dizel,100,Srbac,Audi,267000,A6,19400,"Audi A6 4f 2.0 100kw, facelift model 2011",2010,Siva,True,Prednji,Euro 5,16,Manuelni,Limuzina,False,True,True,0,3
2.0,5-Apr,Dizel,125,Tuzla,Audi,267000,A4,15700,"AUDI A4 B8 2010 GOD 2.0 TDI 125KW QUATRRO S-LINE,FULL OPREMA!",2010,Plava,True,Sva četiri,Euro 5,17,Manuelni,Limuzina,False,False,False,0,3
3.0,5-Apr,Dizel,176,Sarajevo - Novi Grad,Audi,267000,Q5,29000,Audi Q5 3.0 TDI QUATTRO,2010,Crna,True,Sva četiri,Euro 5,18,Automatik,SUV,True,True,True,2,6
2.0,5-Apr,Dizel,103,Doboj Jug,Audi,267000,A3,15200,Audi A3  matrix farovi xenon 063682291,2010,Plava,True,Prednji,Euro 5,17,Manuelni,Malo auto,False,False,False,0,2
1.6,5-Apr,Dizel,77,Zenica,Audi,267000,A3,13300,Audi A3,2010,Smeđa,False,Prednji,Euro 5,16,Manuelni,Malo auto,False,False,False,0,2
1.6,5-Apr,Dizel,77,Visoko,Audi,267000,A3,13900,Audi A3 1.6 77KW Facelift Top Stanje,2010,Plava,True,Prednji,Euro 5,17,Manuelni,Malo auto,False,False,True,0,2
2.0,5-Apr,Dizel,125,Banja Luka,Audi,267000,A4 Allroad,21000,Audi A4 Allroad,2010,Crna,True,Sva četiri,Euro 5,18,Manuelni,Karavan,False,True,True,0,4
2.0,5-Apr,Dizel,103,Ilidža,Audi,267000,A3,13950,Audi A3 2.0 TDI 2010.god -Tek uvezen- Top stanje,2010,Crna,True,Prednji,Euro 5,16,Manuelni,Malo auto,False,False,False,0,2
3.0,5-Apr,Dizel,150,Visoko,Audi,267000,A6,30500,Audi A6 4g 3.0 tdi 150kw 2012 S_line Xenon Led Koža Alu20 Top,2011,Crna,True,Prednji,Euro 5,20,Automatik,Limuzina,True,True,True,2,3
2.0,5-Apr,Dizel,110,Gradiška,Audi,267000,A6,24500,Audi A6,2011,Siva,False,Sva četiri,Euro 5,19,Manuelni,Limuzina,False,False,False,0,3
2.0,5-Apr,Dizel,130,Banja Luka,Audi,267000,A6,22999,Audi A6 2.0TDI REG.PUNU GODINU!CJENA ZA KES VRJEDI POGLEDATI,2011,Siva,True,Prednji,Euro 5,16,Manuelni,Limuzina,False,True,True,0,3
2.7,5-Apr,Dizel,140,Ilidža,Audi,267000,A4,22800,Audi A4 B8 Pano Crno nebo B&O Smeđa koža Automatik,2011,Crna,True,Prednji,Euro 5,19,Automatik,Limuzina,False,True,True,2,3
2.0,5-Apr,Dizel,88,Ilidža,Audi,267000,A4,15000,Audi A4 2011 2.0 88kw,2011,Plava,True,Prednji,Euro 5,16,Manuelni,Limuzina,False,False,True,0,3
2.0,5-Apr,Dizel,100,Tešanj,Audi,267000,A4,15790,"AUDI A4 B8 2.0 TDI 100KW *2011* XENON-LED, TOP STANJE",2011,Siva,True,Prednji,Euro 5,16,Manuelni,Limuzina,False,False,False,0,3
2.0,5-Apr,Dizel,100,Tešanj,Audi,267000,A4,14990,"AUDI A4 B8 2.0 TDI *2011 GODINA* XENON-LED, TOP",2011,Siva,True,Prednji,Euro 5,16,Manuelni,Limuzina,False,False,False,0,3
2.0,5-Apr,Dizel,103,Sarajevo - Novi Grad,Audi,267000,A3,17300,Audi A3 2.0 TDI (2011/2012),2011,Siva,True,Prednji,Euro 5,17,Manuelni,Malo auto,True,False,True,0,2
2.0,5-Apr,Dizel,125,Sarajevo - Centar,Audi,267000,A3,20000,A3 2.0TDI 125 kw quattro 4x4 2011 xenon led registrovan,2011,Siva,True,Sva četiri,Euro 5,17,Manuelni,Malo auto,False,False,True,0,2
3.0,5-Apr,Dizel,200,Hadžići,Audi,267000,Q7,32000,Audi Q7 dizel 7 sjedista,2011,Bijela,True,Sva četiri,Euro 5,20,Automatik,SUV,False,True,True,2,6
1.6,5-Apr,Dizel,77,Sarajevo - Novo Sarajevo,Audi,267000,A3,17000,Audi A3,2011,Crna,True,Prednji,Euro 5,17,Manuelni,Malo auto,False,False,True,0,2
1.6,5-Apr,Dizel,77,Gradiška,Audi,267000,A3,13000,Audi A3,2011,Siva,True,Prednji,Euro 5,16,Manuelni,Malo auto,False,True,True,0,2
3.0,5-Apr,Dizel,180,Tuzla,Audi,267000,Q5,27900,Audi Q5 3.0 TDI QUATTRO,2011,Siva,True,Sva četiri,Euro 5,17,Automatik,SUV,False,True,False,2,6
2.0,5-Apr,Dizel,130,Sarajevo - Novi Grad,Audi,267000,A4,31000,Audi A4 Quattro 2.0 TDI,2012,Crna,True,Sva četiri,Euro 5,19,Manuelni,Limuzina,True,True,True,0,3
2.0,5-Apr,Dizel,105,Doboj Jug,Audi,267000,A4,21500,Audi A4 karavan 2.0 TDI / 105kW *AUTOMATIC* *2012*,2012,Smeđa,True,Prednji,Euro 5,16,Automatik,Limuzina,True,True,False,2,3
3.0,5-Apr,Dizel,150,Zenica,Audi,267000,A6,25900,Audi A6 4G 3.0TDI MOD 2013,2012,Bijela,True,Sva četiri,Euro 5,16,Manuelni,Limuzina,False,True,False,0,3
3.0,5-Apr,Dizel,200,Vitez,Audi,267000,A6,26600,Audi A6 2012 3.0d extra stanje 063/692-725,2012,Bijela,True,Prednji,Euro 5,18,Automatik,Limuzina,False,True,False,2,3
3.0,5-Apr,Dizel,150,Velika Kladuša,Audi,267000,A6,26500,Audi A6 4G 3.0TDI 150kw,2012,Crna,False,Sva četiri,Euro 5,16,Automatik,Limuzina,False,False,False,2,3
2.0,5-Apr,Dizel,130,Kladanj,Audi,267000,A6,28500,Audi A6,2012,Siva,True,Prednji,Euro 5,19,Automatik,Limuzina,False,True,False,2,3
4.2,5-Apr,Dizel,258,Čapljina,Audi,267000,A8,35500,AUDI A8 *2012-TEK REG-MATRIX-FULL*AKCIJA*EXTRA AUDI*ZAMJENA,2012,Crna,True,Sva četiri,Euro 5,19,Automatik,Limuzina,False,True,True,2,3
2.0,5-Apr,Dizel,135,Stolac,Audi,267000,A6,28500,A6 2.0tdi 170ks S line 19 rotor felge nove gume moze zamjena,2012,Plava,True,Prednji,Euro 5,19,Manuelni,Limuzina,False,True,True,0,3
3.0,5-Apr,Dizel,176,Sarajevo - Centar,Audi,267000,Q5,30900,Audi Q5,2012,Crna,True,Prednji,Euro 5,19,Automatik,SUV,True,True,True,2,6
2.0,5-Apr,Dizel,130,Tuzla,Audi,267000,Q3,27000,Audi Q3,2012,Crna,False,Sva četiri,Euro 5,19,Automatik,SUV,True,False,True,2,6
2.0,5-Apr,Dizel,105,Tuzla,Audi,267000,Q5,29300,Audi Q5 2.0 TDI S-line,2012,Siva,True,Prednji,Euro 5,19,Manuelni,SUV,False,False,True,0,6
2.0,5-Apr,Dizel,130,Vogošća,Audi,267000,Q3,30990,Audi Q3 2.0 TDI 4x4 AUTOMATIK NAVI XENON 130 KW 2012 G,2012,Crna,True,Sva četiri,Euro 5,18,Automatik,SUV,False,True,False,2,6
2.0,5-Apr,Dizel,130,Travnik,Audi,267000,A5,30000,Audi A5 2.0 TDI 130kw automatik sb facelift,2012,Crna,True,Prednji,Euro 5,16,Automatik,Sportski/kupe,False,True,True,2,5
2.0,5-Apr,Dizel,130,Mostar,Audi,267000,A6,29300,"Audi A6, tvorničko stanje.",2013,Siva,True,Prednji,Euro 5,16,Automatik,Limuzina,True,True,True,2,3
3.0,5-Apr,Dizel,150,Živinice,Audi,267000,A6,34950,Audi A6 3.0 TDI 150 KW MATRIX 2013 ZA SKUPLJE VOZILO,2013,Siva,True,Sva četiri,Euro 5,19,Automatik,Limuzina,False,True,True,2,3
3.0,5-Apr,Dizel,150,Ljubuški,Audi,267000,A6,28600,Audi A6,2013,Siva,False,Prednji,Euro 5,16,Automatik,Limuzina,False,False,False,2,3
2.0,5-Apr,Dizel,100,Zenica,Audi,267000,A4,26000,Audi A4 2013,2013,Crna,False,Prednji,Euro 5,17,Manuelni,Limuzina,False,False,False,0,3
