displacement,doors,fuel,kilowatts,location,manufacturer,mileage,model,price,title,year,color,cruiseControl,drivetrain,emissionStandard,rimSize,transmission,type,airCondition,navigation,registration
2,5-Apr,Dizel,125,Velika Kladuša,Mercedes-Benz,170000,E 220,42400,Mercedes-Benz E 220 2015 AMG,2015,Bijela,TRUE,Zadnji,Euro 6,19,Automatik,Limuzina,FALSE,TRUE,TRUE
2,5-Apr,Dizel,147,Ilidža,Mercedes-Benz,31000,C 220,117000,Mercedes-Benz C 220 d 4MATIC,2022,Bijela,TRUE,Sva četiri,Euro 6,18,Automatik,Limuzina,FALSE,TRUE,TRUE
2,5-Apr,Dizel,103,Gradačac,Mercedes-Benz,270000,A 200,7500,Mercedes-Benz A 200 CDI AVANGARD MOZE ZAMJENA,2004,Siva,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2,5-Apr,Dizel,103,Kalesija,Mercedes-Benz,250000,B 200,9300,Mercedes-Benz B 200,2006,Siva,TRUE,Prednji,Euro 4,16,Manuelni,unavailable,FALSE,FALSE,TRUE
1.8,5-Apr,Plin,120,Doboj,Mercedes-Benz,350000,E 200,5500,Mercedes-Benz E 200,2005,Bež,FALSE,Zadnji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,75,Živinice,Mercedes-Benz,4000,E 220,6200,Mercedes-Benz E 200 -211 CDI HITNA PRODAJA,2003,Bež,TRUE,Zadnji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2,5-Apr,Dizel,53,Čitluk,Mercedes-Benz,189016,A 190,4600,Mercedes-Benz A 190,1988,Bijela,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
3.2,5-Apr,Dizel,145,Nevesinje,Mercedes-Benz,258389,S 320,8000,Mercedes-Benz S 320 2002,2002,Siva,TRUE,Zadnji,Euro 3,16,Automatik,Limuzina,FALSE,FALSE,FALSE
3.5,5-Apr,Dizel,170,Bijeljina,Mercedes-Benz,256000,E 350,10400,Mercedes-Benz E 350 2010 stranac,2010,Siva,TRUE,Zadnji,Euro 5,18,Automatik,Karavan,FALSE,TRUE,FALSE
1.8,5-Apr,Benzin,135,Tuzla,Mercedes-Benz,256000,C 200,13999,Mercedes Benz C 200 C200,2007,Siva,FALSE,Zadnji,Euro 4,17,Manuelni,Limuzina,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,150,Zenica,Mercedes-Benz,374000,GLK 250,16000,Mercedes Benz GLK 250 4-matic MOTOR U KVARU,2010,Siva,TRUE,Sva četiri,Euro 5,17,Automatik,Terenac,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,101,Domaljevac-Šamac,Mercedes-Benz,304000,C 220,17000,Mercedes-Benz C 220 2008,2008,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
3,5-Apr,Dizel,165,Gradačac,Mercedes-Benz,223362,ML 320,19500,"Mercedes-Benz ML 320 cdi, 4 matic, automatik, reg.",2007,Siva,TRUE,Sva četiri,Euro 4,19,Automatik,SUV,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,88,Zenica,Mercedes-Benz,275600,C 180,19800,"Mercedes-Benz C 180, W204 - 2013 god.",2013,Crna,FALSE,Zadnji,Euro 5,18,Manuelni,Karavan,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Mostar,Mercedes-Benz,253000,C 220,16700,Mercedes-Benz C-200 CDI Avantgarde,2010,Plava,FALSE,Sva četiri,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,125,Zenica,Mercedes-Benz,272000,GLK 220,23300,MERCEDES BENZ GLK 220 CDI 4MATIC,2011,Crna,TRUE,Sva četiri,Euro 5,17,Automatik,SUV,FALSE,FALSE,FALSE
1.5,5-Apr,Dizel,85,Ilidža,Mercedes-Benz,189849,B 180,42500,Mercedes-Benz B 180 D 7G-Tronic Sportpaket Style LED,2019,Siva,TRUE,Prednji,Euro 5,17,Automatik,Limuzina,FALSE,TRUE,FALSE
3,5-Apr,Dizel,190,Banja Luka,Mercedes-Benz,85000,S 350,76500,Mercedes-Benz S 350,2014,Crna,FALSE,Zadnji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.2,3-Feb,Dizel,120,Sarajevo - Novi Grad,Mercedes-Benz,112000,Vito,47900,Mercedes VITO Tourer 116cdi Extra long automatik,2015,Crna,TRUE,Zadnji,Euro 6,17,Automatik,Kombi,FALSE,TRUE,TRUE
2,5-Apr,Dizel,143,Ljubuški,Mercedes-Benz,167666,C 220,49990,Mercedes C 220D Karavan 9G-Tronic AMG Line FACELIFT,2018,Bijela,TRUE,Zadnji,Euro 5,18,Automatik,Karavan,FALSE,TRUE,FALSE
3,5-Apr,Dizel,160,Banja Luka,Mercedes-Benz,304000,ML 350,32000,Mercedes-Benz ML 350 BlueTec,2010,Crna,TRUE,Sva četiri,Euro 6,20,Automatik,Terenac,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,150,Ljubuški,Mercedes-Benz,114467,GLC 250,82990,Mercedes-Benz GLC 250 D Coupe 4Matic 9G-Tronic AMG Line,2017,Siva,TRUE,Sva četiri,Euro 5,20,Automatik,Terenac,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,125,Banja Luka,Mercedes-Benz,249544,CLA 220,33900,Mercedes-Benz CLA 220 CDI 7G-Tronic Sportpaket AMG Line,2013,Siva,TRUE,Prednji,Euro 5,18,Automatik,Limuzina,FALSE,FALSE,FALSE
3,5-Apr,Dizel,190,Ilidža,Mercedes-Benz,226300,ML 350,45000,Mercedes-Benz ML 350 AMG,2013,Crna,TRUE,Sva četiri,Euro 6,21,Automatik,SUV,FALSE,TRUE,TRUE
2.5,3-Feb,Dizel,110,Gradiška,Mercedes-Benz,86000,Sprinter,45000,Mercedes-Benz Sprinter,2020,Bijela,FALSE,Zadnji,Euro 5,16,Manuelni,Ostalo,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,110,Sarajevo - Novi Grad,Mercedes-Benz,331000,E 220,42999,Mercedes-Benz E 220 God.2017,2017,Crna,TRUE,Zadnji,Euro 6,17,Automatik,Karavan,FALSE,TRUE,FALSE
3.5,5-Apr,Dizel,195,Ilidža,Mercedes-Benz,350000,CLS 350,37999,Mercedes-Benz CLS 350 God.2012 Full Oprema,2012,Crna,TRUE,Zadnji,Euro 5,18,Automatik,Limuzina,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,125,Trebinje,Mercedes-Benz,280000,GLK 220,38000,Mercedes-Benz GLK 220,2015,Žuta,TRUE,Sva četiri,Euro 6,19,Automatik,Monovolumen,FALSE,TRUE,TRUE
3,5-Apr,Dizel,195,Kalesija,Mercedes-Benz,213600,CLS 350 Shooting Brake,47500,Mercedes-Benz CLS 350 Shooting Brake,2013,Crna,TRUE,Sva četiri,Euro 5,16,Automatik,Karavan,FALSE,TRUE,TRUE
2,5-Apr,Dizel,110,Banja Luka,Mercedes-Benz,138000,E 200,54800,MERCEDES BENZ E 200 CDI **138 000 KM** VIRTUAL * KAMERA * W 213,2018,Plava,TRUE,Zadnji,Euro 6,17,Automatik,Limuzina,FALSE,TRUE,FALSE
3.2,5-Apr,Dizel,145,Ilidža,Mercedes-Benz,300000,S 320,7000,Mercedes-Benz S 320,2001,Plava,FALSE,Zadnji,Euro 3,16,Automatik,Limuzina,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,125,Ilidža,Mercedes-Benz,199413,GLC 220,56000,Mercedes-Benz GLC 220,2016,Crna,FALSE,Zadnji,Euro 6,16,Automatik,unavailable,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Zenica,Mercedes-Benz,220000,C 220,43900,Mercedes-Benz C220 AMG LINE 2.2 125kW 2015,2015,Siva,TRUE,Zadnji,Euro 6,19,Automatik,unavailable,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,150,Pale,Mercedes-Benz,148000,E 250,47000,Mercedes-Benz E 250 Avantgarde,2015,Bijela,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,FALSE,TRUE,TRUE
3,5-Apr,Dizel,190,Mostar,Mercedes-Benz,210000,E 350,61500,MERCEDES E 350 CDI AMG LINE FULL OPREMA TOP STANJE,2016,Siva,TRUE,Sva četiri,Euro 5,19,Automatik,Limuzina,FALSE,TRUE,TRUE
2,5-Apr,Dizel,143,Živinice,Mercedes-Benz,124970,E 220,69900,Mercedes-Benz E 220d 4matic AMG Line,2017,Siva,TRUE,Sva četiri,Euro 6,19,Automatik,Limuzina,FALSE,TRUE,TRUE
3,5-Apr,Dizel,190,Kladanj,Mercedes-Benz,221000,ML 350,48000,Mercedes-Benz ML 350 2012,2012,Bijela,FALSE,Sva četiri,Euro 6,19,Automatik,unavailable,FALSE,FALSE,FALSE
3,5-Apr,Dizel,157,Sokolac,Mercedes-Benz,198000,GL 350,45000,Mercedes-Benz GL 350 2012,2012,Bijela,TRUE,Zadnji,Euro 5,19,Automatik,unavailable,FALSE,TRUE,TRUE
3,5-Apr,Dizel,190,Tuzla,Mercedes-Benz,450000,ML 350,33999,Mercedes-Benz ML 350 CDI 4matic moze zamjena odgovara,2012,Crna,TRUE,Zadnji,Euro 6,19,Automatik,Terenac,FALSE,TRUE,TRUE
1.6,5-Apr,Benzin,100,Sarajevo - Novo Sarajevo,Mercedes-Benz,174000,B 180,42500,Mercedes-Benz B 180 sport paket 2019.,2019,Crna,TRUE,Zadnji,Euro 5,18,Automatik,Monovolumen,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,100,Čapljina,Mercedes-Benz,203000,E 200,39000,Mercedes-Benz E 200,2016,Crna,TRUE,Zadnji,Euro 6,17,Manuelni,Karavan,FALSE,TRUE,TRUE
2,5-Apr,Dizel,110,Travnik,Mercedes-Benz,70000,CLA 200,85000,MERCEDES-BENZ CLA 200D AMG 2021 GODINA,2021,Crna,TRUE,Prednji,Euro 6,18,Automatik,unavailable,FALSE,TRUE,TRUE
2,5-Apr,Dizel,143,Sarajevo - Novi Grad,Mercedes-Benz,74000,GLC 220,89980,Mercedes-Benz GLC coupe 220 D 3xAMG 4M (novi model),2019,Siva,TRUE,Sva četiri,Euro 6,19,Automatik,SUV,FALSE,TRUE,FALSE
3,5-Apr,Dizel,190,Srebrenik,Mercedes-Benz,86000,GLC 350 Coupe,85000,Mercedes-Benz GLC 350 Coupe,2017,Siva,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,120,Banja Luka,Mercedes-Benz,141000,C 220,41000,MERCEDES C220 CDI AVANTGARDE 2014 7G-TRONIC C 220 KAO NOV,2014,Siva,TRUE,Zadnji,Euro 6,17,Automatik,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,120,Travnik,Mercedes-Benz,200600,E 220,53900,Mercedes-Benz E 220 4MATIC AMG,2017,Crna,FALSE,Sva četiri,Euro 6,16,Automatik,Limuzina,FALSE,TRUE,TRUE
2,5-Apr,Dizel,143,Živinice,Mercedes-Benz,245000,E 220,51900,"Mercedes E220 143kW 2018 god *kamera,ambient light*",2018,Crna,TRUE,Sva četiri,Euro 6,17,Automatik,Limuzina,FALSE,TRUE,FALSE
2,5-Apr,Dizel,120,Banja Luka,Mercedes-Benz,87000,GLC 200,72950,Mercedes-Benz GLC 200 4MATIC Sport UVOZ Presao 87000km,2020,Plava,TRUE,Sva četiri,Euro 6,18,Automatik,SUV,FALSE,TRUE,FALSE
2.3,5-Apr,Benzin,142,Banja Luka,Mercedes-Benz,262000,C 230,6500,Mercedes-Benz C 230 Kompressor,1997,Plava,FALSE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,TRUE
2,5-Apr,Dizel,103,Konjic,Mercedes-Benz,161000,GLA 200,39850,"Mercedes-Benz GLA 200 2016god, Model 2017 063771003",2016,Siva,TRUE,Prednji,Euro 6,18,Manuelni,SUV,FALSE,TRUE,TRUE
3,5-Apr,Dizel,195,Ilidža,Mercedes-Benz,271000,CLS 350,39500,Mercedes CLS 350d AMG 4 Matic Maxx Full Uvoz,2011,Siva,TRUE,Sva četiri,Euro 5,19,Automatik,Limuzina,FALSE,TRUE,TRUE
2,5-Apr,Dizel,143,Visoko,Mercedes-Benz,125000,E 220,72000,Mercedes-Benz E 220 4matic 2019model MAAX FULL OPREMA,2018,Siva,TRUE,Zadnji,Euro 5,19,Automatik,unavailable,FALSE,TRUE,TRUE
3,5-Apr,Dizel,190,Banja Luka,Mercedes-Benz,300000,GLE 350,73000,Mercedes-Benz GLE 350,2016,Bijela,FALSE,Zadnji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,100,Sanski Most,Mercedes-Benz,40000,C 200,59850,Mercedes C220 C200 C300 AMG LINE W205 9G,2018,Bijela,TRUE,Zadnji,Euro 6,18,Automatik,Limuzina,FALSE,TRUE,TRUE
2,5-Apr,Dizel,125,Posušje,Mercedes-Benz,188000,GLC 220,53000,Mercedes-Benz GLC 220 4Matic Sportpaket,2016,Siva,FALSE,Sva četiri,Euro 6,16,Automatik,SUV,FALSE,TRUE,FALSE
1.6,5-Apr,Dizel,85,Banja Luka,Mercedes-Benz,190000,C 180,37000,Mercedes-Benz C 180,2017,Siva,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,125,Tomislavgrad,Mercedes-Benz,260000,C 220,34000,Mercedes-Benz C 220,2015,Crna,FALSE,Prednji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2,5-Apr,Dizel,110,Mostar,Mercedes-Benz,0,CLA 200,107573,Mercedes-Benz CLA 200d 2023,2023,Crna,TRUE,Prednji,Euro 6,18,Automatik,unavailable,FALSE,TRUE,FALSE
2,5-Apr,Dizel,110,Mostar,Mercedes-Benz,1,A 200,94462,Mercedes-Benz A 200 d Limuzina AMG line,2022,Bijela,TRUE,Prednji,Euro 6,18,Automatik,Limuzina,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,130,Novi Grad,Mercedes-Benz,145000,CLA 220,40000,Mercedes-Benz CLA 220,2017,Srebrena,TRUE,Prednji,Euro 6,17,Automatik,Limuzina,FALSE,TRUE,TRUE
3,5-Apr,Dizel,185,Sarajevo - Centar,Mercedes-Benz,195000,E 350,43000,Mercedes-Benz E350 D BlueTEC 4-Matic Avantgarde 7G-Tronic,2014,Siva,TRUE,Sva četiri,Euro 6,17,Automatik,Limuzina,FALSE,TRUE,TRUE
1.6,3-Feb,Dizel,84,Sarajevo - Stari Grad,Mercedes-Benz,250000,Vito,45900,Mercedes-Benz Vito TOURER 111 cdi 2015,2015,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,143,Busovača,Mercedes-Benz,200000,E 220,55000,Mercedes-Benz E220 W213 Led/Widescreen/Kamera/Distronic,2016,Crna,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,FALSE,TRUE,FALSE
3,5-Apr,Dizel,195,Banja Luka,Mercedes-Benz,127000,R 350,36000,Mercedes-Benz R 350 4Matic dizel 7 sjedista,2012,Plava,FALSE,Sva četiri,Euro 5,20,Automatik,unavailable,FALSE,FALSE,FALSE
2.5,5-Apr,Dizel,66,Bosansko Grahovo,Mercedes-Benz,353000,E 250,5000,Mercedes-Benz w124 E 250,1987,Siva,FALSE,Zadnji,Euro 5,15,Manuelni,Limuzina,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,85,Zenica,Mercedes-Benz,300000,E 200,3500,mercedes e,2001,Siva,TRUE,Zadnji,Euro 3,15,Automatik,Limuzina,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,105,Srebrenik,Mercedes-Benz,300000,C 220,4500,Mercedes-Benz C220 2000,2000,Siva,TRUE,Zadnji,Euro 3,16,Manuelni,unavailable,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,105,Laktaši,Mercedes-Benz,312000,C 220,4300,Mercdes C220,2003,Siva,TRUE,Zadnji,Euro 3,16,Manuelni,Karavan,FALSE,FALSE,TRUE
2.7,5-Apr,Dizel,125,Laktaši,Mercedes-Benz,465000,C 270,2700,Mercedes-Benz C 270 2001 god.,2001,Siva,FALSE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.6,5-Apr,Benzin,75,Breza,Mercedes-Benz,250000,A 160,1750,Mercedes Benz A160 benzin-plin,2001,Siva,FALSE,Zadnji,Euro 5,16,Manuelni,Malo auto,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,105,Brčko,Mercedes-Benz,380000,E 220,3000,Mercedes-Benz E 220. ZADNJA CIJENA 3000KM,2001,Bordo,TRUE,Zadnji,Euro 3,17,Manuelni,Karavan,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,100,Živinice,Mercedes-Benz,290000,C 220,13800,Mercedes-Benz C 200,2007,Siva,TRUE,Zadnji,Euro 4,17,Manuelni,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Trebinje,Mercedes-Benz,266000,E 200,13000,Mercedes-Benz E 200 2008 god.facelift,2008,Siva,FALSE,Zadnji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,110,Banja Luka,Mercedes-Benz,346000,C 220,10500,Mercedes-Benz C 220,2006,Siva,TRUE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,TRUE
2.4,5-Apr,Dizel,53,Mostar,Mercedes-Benz,287000,240,12000,Mercedes 123 063/719-521,1984,Bijela,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,TRUE
2,5-Apr,Dizel,80,Žepče,Mercedes-Benz,251085,B 180,12200,Mercedes-Benz B 180 CDI 80kw Facelift 2010god,2010,Siva,TRUE,Prednji,Euro 5,17,Manuelni,Limuzina,FALSE,TRUE,FALSE
2.7,5-Apr,Dizel,120,Gradačac,Mercedes-Benz,350000,ML 270,11500,Mercedes-Benz ML 270 cdi W163 facelift,2003,Bijela,TRUE,Zadnji,Euro 5,17,Automatik,unavailable,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Prnjavor,Mercedes-Benz,282000,C 220,14300,Mercedes-Benz C 220,2009,Bijela,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Kupres,Mercedes-Benz,206000,C 220,18900,Mercedes-Benz C-Klasse 2008 AVANTGARDE,2008,Siva,TRUE,Zadnji,Euro 4,17,Automatik,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,88,Banja Luka,Mercedes-Benz,220000,C 180,21990,Mercedes-Benz C,2014,Siva,TRUE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,TRUE,TRUE
2,5-Apr,Dizel,100,Posušje,Mercedes-Benz,293316,C 200,19300,Mercedes-Benz C 200 2012,2012,Crna,FALSE,Prednji,Euro 5,16,Manuelni,Limuzina,FALSE,TRUE,TRUE
1.5,5-Apr,Dizel,80,Čelinac,Mercedes-Benz,250000,CLA 180,27900,"Mercedes-Benz CLA 180, 2016g",2016,Siva,TRUE,Prednji,Euro 6,16,Manuelni,Limuzina,FALSE,TRUE,FALSE
3,5-Apr,Dizel,195,Konjic,Mercedes-Benz,299900,R 350,28500,Mercedes-Benz R 350 R350 CDI 4matic,2012,Siva,TRUE,Sva četiri,Euro 5,18,Automatik,SUV,FALSE,TRUE,FALSE
1.6,5-Apr,Dizel,101,Prnjavor,Mercedes-Benz,244000,C 200,28500,Mercedes-Benz C 200 2016,2016,Crna,TRUE,Zadnji,Euro 6,16,Manuelni,Karavan,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Prijedor,Mercedes-Benz,241016,Vito,24999,Mercedes-Benz Vito-2.2 CDI-2012,2012,Smeđa,TRUE,Zadnji,Euro 5,17,Manuelni,Kombi,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,100,Bijeljina,Mercedes-Benz,320000,E 200,25500,Mercedes-Benz E 200 (W212) Avantgarde,2010,Siva,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,150,Brčko,Mercedes-Benz,209000,E 250,29600,Mercedes-Benz E 250 2016G 4x4 UVOZ ŠVAJCARSKA,2016,Plava,TRUE,Sva četiri,Euro 5,18,Automatik,Karavan,FALSE,TRUE,FALSE
2,5-Apr,Dizel,140,Bijeljina,Mercedes-Benz,105000,GLB 220,78000,Mercedes-Benz GLB 220 4MATIC AMG Panorama,2021,Srebrena,TRUE,Sva četiri,Euro 6,19,Automatik,SUV,FALSE,TRUE,FALSE
2,5-Apr,Dizel,66,Široki Brijeg,Mercedes-Benz,140000,A 160,27990,Mercedes-Benz A160 CDI AVANTGARDE,2017,Bijela,TRUE,Prednji,Euro 6,16,Manuelni,Malo auto,FALSE,TRUE,FALSE
5,5-Apr,Benzin,320,Ljubuški,Mercedes-Benz,200000,S 500,85540,2013 Mercedes-Benz S 500 4Matic AMG 4.6 V8 Biturbo,2013,Bijela,FALSE,Sva četiri,Euro 5,22,Automatik,unavailable,FALSE,FALSE,TRUE
3,5-Apr,Dizel,190,Laktaši,Mercedes-Benz,144000,GLE 350,62499,Mercedes-Benz GLE 350,2016,Crna,TRUE,Sva četiri,Euro 6,20,Automatik,unavailable,FALSE,TRUE,FALSE
2,5-Apr,Dizel,143,Sarajevo - Novo Sarajevo,Mercedes-Benz,45000,E 220,94000,Mercedes Benz E 220 4Matic AMG (2021),2021,Crna,TRUE,Sva četiri,Euro 5,16,Automatik,Limuzina,FALSE,TRUE,TRUE
3,5-Apr,Dizel,210,Mostar,Mercedes-Benz,67000,CLS 350,102000,"Mercedes-Benz CLS 350 CDI 4 MATIC AMG ""NOVO NOVO""",2018,Bijela,TRUE,Sva četiri,Euro 6,19,Automatik,Limuzina,FALSE,TRUE,TRUE
5.5,5-Apr,Benzin,430,Hadžići,Mercedes-Benz,151000,GLE 63 AMG,120000,Mercedes-Benz GLE S63 AMG V8 BITURBO,2018,Bijela,FALSE,Sva četiri,Euro 5,16,Automatik,Terenac,FALSE,FALSE,FALSE
3.5,5-Apr,Dizel,210,Travnik,Mercedes-Benz,153000,CLS 350,110000,Mercedes Benz CLS 350 AMG 4M 2018,2018,Bijela,TRUE,Sva četiri,Euro 6,19,Automatik,Limuzina,FALSE,TRUE,TRUE
3,5-Apr,Dizel,250,Banja Luka,Mercedes-Benz,78235,CLS 400,114990,Mercedes-Benz CLS 400 d 4Matic AMG Line NIGHT-PAKET,2019,Bijela,TRUE,Sva četiri,Euro 5,20,Automatik,Limuzina,FALSE,TRUE,FALSE
5.5,3-Feb,Benzin,430,Sarajevo - Centar,Mercedes-Benz,169000,S 63 AMG,139000,Mercedes-Benz S 63 AMG 2015,2015,Siva,TRUE,Zadnji,Euro 6,20,Automatik,Sportski/kupe,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,85,Prijedor,Mercedes-Benz,330000,E 220,4550,Mercedes-Benz E 220,2001,Crna,TRUE,Zadnji,Euro 5,15,Automatik,Limuzina,FALSE,FALSE,TRUE
2.3,5-Apr,Benzin,97,Sarajevo - Novi Grad,Mercedes-Benz,220000,E 230,5000,Mercedes-Benz E 230,1988,Siva,FALSE,Sva četiri,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,TRUE
3.2,5-Apr,Plin,160,Čelinac,Mercedes-Benz,300000,ML 320,5900,Mercedes-Benz ML 320 BENZIN/PLIN,2000,Siva,FALSE,Sva četiri,Euro 5,16,Automatik,Limuzina,FALSE,FALSE,FALSE
2.6,5-Apr,Benzin,125,Ilidža,Mercedes-Benz,265000,E 240,5500,Mercedes E 240 V6 full oprema za ljubitelje Mercedes vozila,2000,Siva,FALSE,Zadnji,Euro 3,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
2.7,5-Apr,Dizel,120,Žepče,Mercedes-Benz,330000,ML 270,12300,Mercedes-Benz ML 270,2003,Bijela,TRUE,Sva četiri,Euro 5,16,Automatik,unavailable,FALSE,FALSE,TRUE
2,5-Apr,Dizel,80,Bileća,Mercedes-Benz,264105,B 180,13900,MERCEDES-BENZ B180 CDI,2011,Bijela,FALSE,Prednji,Euro 5,16,Manuelni,Monovolumen,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,125,Modriča,Mercedes-Benz,450852,C 220,11000,Mercedes-Benz w204 C220,2009,Zelena,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,TRUE,TRUE
2,5-Apr,Dizel,100,Mostar,Mercedes-Benz,240000,200,13500,Mercedes-Benz w123,1980,Zelena,FALSE,Zadnji,Euro 5,14,Manuelni,Limuzina,FALSE,FALSE,TRUE
2.7,5-Apr,Dizel,130,Tuzla,Mercedes-Benz,385610,E 270,11500,Mercedes-Benz E 270 2002,2002,Siva,TRUE,Zadnji,Euro 3,16,Automatik,unavailable,FALSE,FALSE,TRUE
2,5-Apr,Dizel,80,Sarajevo - Novi Grad,Mercedes-Benz,240000,A 180,11000,Mercedes-Benz A 180 2.0 CDI Avantgarde,2010,Smeđa,FALSE,Prednji,Euro 5,16,Manuelni,Malo auto,FALSE,TRUE,TRUE
2,5-Apr,Dizel,60,Bihać,Mercedes-Benz,205000,A 160,11700,Mercedes-Benz A 160,2011,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,125,Bijeljina,Mercedes-Benz,220000,E 220,14900,Mercedes E 220 cdi 170KS 2008. manuelni,2008,Crna,TRUE,Zadnji,Euro 4,16,Manuelni,Limuzina,FALSE,TRUE,TRUE
2.7,5-Apr,Dizel,120,Zenica,Mercedes-Benz,400000,ML 270,14500,Mercedes-BenzML 270 AMG,2002,Crna,TRUE,Sva četiri,Euro 3,16,Automatik,Terenac,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Banja Luka,Mercedes-Benz,236000,E 220,17700,Mercedes-Benz E 220 2010,2010,Crna,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,FALSE,TRUE,TRUE
2,5-Apr,Dizel,81,Prijedor,Mercedes-Benz,165000,B 180,16500,Mercedes-Benz B 180,2005,Siva,FALSE,Prednji,Euro 4,16,Automatik,unavailable,FALSE,FALSE,TRUE
3,5-Apr,Dizel,155,Srebrenik,Mercedes-Benz,327966,E 300,16750,Mercedes-Benz E 300 2009,2009,Crna,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,FALSE,TRUE,FALSE
1.8,5-Apr,Dizel,80,Banja Luka,Mercedes-Benz,245000,B 180,17900,"Mercedes-Benz B 180cdi NAVI, KAMERA",2011,Crna,TRUE,Prednji,Euro 5,16,Manuelni,Malo auto,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,125,Velika Kladuša,Mercedes-Benz,219000,E 220,19500,Mercedes-Benz E 220,2009,Crna,TRUE,Zadnji,Euro 5,18,Automatik,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Doboj,Mercedes-Benz,221000,E 200,22999,Mercedes E-Klasse 200 CDI 2.1-136 D Avantgard Blue Efficiency,2011,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,105,Tešanj,Mercedes-Benz,241300,CE 220,22500,Mercedes-Benz C 220 2013,2013,Crna,TRUE,Zadnji,Euro 5,18,Manuelni,Limuzina,FALSE,TRUE,TRUE
