displacement,doors,fuel,kilowatts,location,manufacturer,mileage,model,price,title,updatedAt,year,color,cruiseControl,drivetrain,emissionStandard,rimSize,transmission,type,airCondition,navigation,registration
1.6,4/5,Dizel,77.0,Bijeljina,Škoda,204700.0,Octavia,16500,Škoda Octavia 1.6 tdi 77kw,2023-12-02T01:47:51.578Z,2014.0,Zlatna,FALSE,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,True,True
1.6,4/5,Dizel,77.0,Zavidovići,Škoda,165200.0,Octavia,18900,Škoda Octavia DSG 2015 NOVO PRESLA 165,2023-11-11T06:50:33.464Z,2015.0,Bijela,True,Prednji,Euro 6,16.0,Automatik,Karavan,FALSE,True,FALSE
1.0,4/5,Benzin,44.0,Brčko,Škoda,107941.0,Fabia,18900,Škoda Fabia 1.0 MPI - Autorad doo,2023-11-25T04:41:56.283Z,2019.0,Crna,FALSE,Prednji,Euro 6,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
2.0,4/5,Dizel,103.0,Derventa,Škoda,161600.0,Yeti,18990,Škoda Skoda Yeti 2.0 TDI- 2013- U DOLASKU,2023-11-25T04:41:56.283Z,2013.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,SUV,FALSE,FALSE,FALSE
1.9,4/5,Dizel,77.0,Sarajevo - Novi Grad,Škoda,160000.0,Octavia,15300,"Škoda Octavia 1.9 TDI, extra stanje!",2023-11-04T02:31:06.391Z,2012.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,True
2.0,4/5,Dizel,110.0,Zvornik,Škoda,250000.0,Octavia,18000,Škoda Octavia,2024-01-27T03:44:03.696Z,2013.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,True,True
1.6,4/5,Dizel,77.0,Zenica,Škoda,289123.0,Octavia,17200,Škoda Octavia Dsg,2023-11-04T02:31:06.391Z,2013.0,Bijela,FALSE,Prednji,Euro 5,16.0,Automatik,Karavan,FALSE,True,FALSE
1.6,4/5,Dizel,77.0,Zavidovići,Škoda,283000.0,Octavia,17900,Škoda Octavia 4x4 TOP STANJE,2023-11-25T04:41:56.283Z,2015.0,Siva,True,Sva četiri,Euro 5,17.0,Manuelni,unavailable,FALSE,True,True
1.6,4/5,Dizel,81.0,Sarajevo - Centar,Škoda,237000.0,Octavia,18000,Škoda Octavia 1.6 TDI 81 kw NAVI,2024-01-27T03:44:03.696Z,2014.0,Siva,True,Prednji,Euro 6,16.0,Manuelni,Karavan,FALSE,True,True
1.4,4/5,Dizel,66.0,Ilidža,Škoda,265000.0,Rapid,16900,Skoda Rapid,2024-04-20T06:58:21.181Z,2015.0,Bijela,True,Prednji,Euro 5,16.0,Automatik,unavailable,FALSE,True,True
2.0,4/5,Dizel,135.0,Zavidovići,Škoda,291200.0,Octavia Scout,22900,Škoda Octavia Scout DSG 4X4 2.0TDI 2016GOD,2023-11-04T02:31:06.391Z,2016.0,Siva,True,Sva četiri,Euro 6,17.0,Automatik,Karavan,FALSE,True,True
1.6,4/5,Dizel,77.0,Kalesija,Škoda,215452.0,Octavia,21500,Škoda Octavia Tdi,2023-11-18T11:12:17.828Z,2014.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,Limuzina,FALSE,True,True
1.6,4/5,Dizel,81.0,Sarajevo - Centar,Škoda,178461.0,Octavia,19900,Škoda Octavia 2014 1.6tdi,2024-03-23T09:15:15.650Z,2014.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.6,4/5,Dizel,80.0,Banja Luka,Škoda,220000.0,Octavia,22500,Škoda Octavia,2024-04-13T08:47:08.739Z,2017.0,Crna,True,Prednji,Euro 5,16.0,Automatik,Karavan,FALSE,True,FALSE
1.6,4/5,Dizel,88.0,Visoko,Škoda,266000.0,Superb,34000,Škoda Superb,2024-01-13T03:37:20.566Z,2017.0,Bijela,True,Prednji,Euro 6,17.0,Automatik,Limuzina,FALSE,True,True
2.0,4/5,Dizel,110.0,Tuzla,Škoda,154000.0,Octavia,33800,"Škoda Octavia 2017 g. 2.0 DSG 110KW ,SA PREDJENIH 154000KM",2023-11-25T04:41:56.283Z,2017.0,Crna,True,Prednji,Euro 6,16.0,Automatik,Limuzina,FALSE,True,True
2.0,4/5,Dizel,140.0,Sarajevo - Novi Grad,Škoda,269300.0,Superb,32600,"Škoda Superb 2.0TDI 190KS, 2016. Registrovano",2023-11-25T04:41:56.283Z,2016.0,Plava,True,Prednji,Euro 6,17.0,Manuelni,Limuzina,FALSE,True,True
2.0,4/5,Dizel,110.0,Sarajevo - Novo Sarajevo,Škoda,63000.0,Karoq,61300,Škoda Karoq 2020,2023-12-02T01:47:51.578Z,2020.0,Siva,True,Sva četiri,Euro 5,17.0,Automatik,SUV,FALSE,True,True
2.0,4/5,Dizel,110.0,Brčko,Škoda,229821.0,Superb,34900,Škoda Superb 2.0 TDI - Autorad doo,2024-01-20T07:20:06.802Z,2016.0,Smeđa,True,Sva četiri,Euro 6,16.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
2.0,4/5,Dizel,140.0,Sarajevo - Novi Grad,Škoda,71000.0,Kodiaq,60000,Škoda Kodiaq 2019,2023-11-04T02:31:06.391Z,2019.0,Siva,True,Sva četiri,Euro 6,18.0,Automatik,SUV,FALSE,True,True
2.0,4/5,Dizel,147.0,Cazin,Škoda,16000.0,Superb,69900,Škoda Superb 2.0 TDI DSG STYLE,2023-12-09T15:38:14.900Z,2022.0,Siva,True,Prednji,Euro 6,16.0,Automatik,Limuzina,FALSE,True,True
2.0,4/5,Dizel,147.0,Tuzla,Škoda,2.0,Octavia RS,82329,Škoda Octavia RS 2023,2023-11-25T04:41:56.283Z,2023.0,Crvena,True,Sva četiri,Euro 6,16.0,Automatik,unavailable,FALSE,True,FALSE
1.9,4/5,Dizel,77.0,Maglaj,Škoda,350000.0,Fabia,8000,Škoda Fabia 2008,2023-11-04T02:31:06.391Z,2008.0,Siva,True,Prednji,Euro 4,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.9,4/5,Dizel,74.0,Visoko,Škoda,230000.0,Fabia,7500,Škoda Fabia 1.9 TDI 74 KW Elegance Klima,2023-11-04T02:31:06.391Z,2007.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,FALSE,True
1.6,4/5,Benzin,75.0,Sarajevo - Centar,Škoda,366000.0,Octavia,9500,Škoda Octavia 1.6 LPG,2024-03-02T09:23:51.799Z,2009.0,Siva,FALSE,Prednji,Euro 5,15.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.2,4/5,Benzin,44.0,Tešanj,Škoda,154000.0,Fabia,7999,Škoda Fabia 2011g Garancija na vozilo!,2024-01-27T03:44:03.696Z,2011.0,Plava,FALSE,Prednji,Euro 5,15.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.2,4/5,Dizel,55.0,Kneževo,Škoda,223000.0,Fabia,9048,"Škoda Fabia, 1.2 dizel",2024-06-08T06:47:39.123Z,2010.0,Crna,True,Prednji,Euro 5,15.0,Manuelni,unavailable,FALSE,FALSE,True
1.4,4/5,Dizel,50.0,Sarajevo - Centar,Škoda,33333.0,Fabia,6888,Škoda Fabia 2008,2023-11-04T02:31:06.391Z,2008.0,Crna,FALSE,Prednji,Euro 4,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.2,4/5,Dizel,55.0,Lopare,Škoda,224565.0,Fabia,7899,Škoda Fabia,2024-06-08T06:47:39.123Z,2010.0,Crna,True,Prednji,Euro 5,15.0,Manuelni,Karavan,FALSE,FALSE,True
1.6,4/5,Dizel,66.0,Banja Luka,Škoda,221000.0,Fabia,9400,Škoda Fabia. 1.6 tdi. 2012 gp,2023-11-25T04:41:56.283Z,2012.0,Siva,FALSE,Prednji,Euro 5,15.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.4,4/5,Dizel,51.0,Sarajevo - Centar,Škoda,164537.0,Fabia,9100,Škoda Fabia,2024-01-27T03:44:03.696Z,2008.0,Crvena,FALSE,Prednji,Euro 4,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.2,4/5,Plin,47.0,Sarajevo - Novo Sarajevo,Škoda,125000.0,Fabia,4900,Skoda Fabia,2023-12-09T15:38:14.900Z,2003.0,Crvena,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.2,4/5,Plin,51.0,Sarajevo - Novi Grad,Škoda,160000.0,Fabia,7300,Škoda Fabia 1.2 benzin plin reg 07/24 klima,2023-11-11T06:50:33.464Z,2008.0,Crna,FALSE,Prednji,Euro 5,14.0,Manuelni,Malo auto,FALSE,FALSE,True
2.0,4/5,Dizel,81.0,Konjic,Škoda,250000.0,Yeti,14300,Škoda Yeti 2.0 Tdi 81 kw model 2011 Top stanje,2023-11-25T04:41:56.283Z,2010.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,SUV,FALSE,FALSE,True
1.6,4/5,Dizel,77.0,Laktaši,Škoda,280000.0,Octavia,10800,Škoda Octavia 1.6 ccm 105 ps 2010 god karavan SKODA OKTAVIA,2024-01-27T03:44:03.696Z,2010.0,Crna,True,Prednji,Euro 5,15.0,Manuelni,unavailable,FALSE,True,True
2.0,4/5,Dizel,110.0,Konjic,Škoda,256000.0,Octavia,12400,Škoda Octavia,2023-11-25T04:41:56.283Z,2012.0,Bijela,FALSE,Prednji,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,True
1.6,4/5,Dizel,77.0,Zenica,Škoda,234000.0,Fabia,10000,ŠKODA FABIA 1.6  TDI  BLUEMOTION     77 KW -105KS 2011 god. EURO5,2023-11-18T11:12:17.828Z,2011.0,Bijela,True,Prednji,Euro 5,15.0,Manuelni,Karavan,FALSE,True,True
1.6,4/5,Dizel,77.0,Živinice,Škoda,252607.0,Octavia,12750,"Škoda Octavia, NAVI, PARK SENZORI, SERVISNA, 061/733-168",2024-03-02T09:23:51.799Z,2012.0,Siva,True,Prednji,Euro 5,15.0,Manuelni,Karavan,FALSE,True,FALSE
1.6,4/5,Dizel,66.0,Doboj Jug,Škoda,194000.0,Fabia,10900,Škoda Fabia,2024-05-11T11:01:46.600Z,2013.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.6,4/5,Benzin,75.0,Banja Luka,Škoda,266500.0,Octavia,11500,Škoda Octavia,2024-04-20T06:58:21.181Z,2009.0,Plava,FALSE,Prednji,Euro 4,16.0,Manuelni,Limuzina,FALSE,FALSE,True
1.6,4/5,Dizel,77.0,Žepče,Škoda,240000.0,Octavia,12699,Škoda Octavia,2024-06-08T06:47:39.123Z,2011.0,Plava,FALSE,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,True,FALSE
1.9,4/5,Dizel,77.0,Berkovići,Škoda,386000.0,Octavia,11000,Škoda Octavia 1.9 TDI 2010,2023-12-23T04:03:35.350Z,2010.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,True
2.2,4/5,Dizel,74.0,Banja Luka,Škoda,194000.0,Octavia,11900,"Škoda Octavia 1,6tdi 2009gp.",2024-06-08T06:47:39.123Z,2009.0,Crvena,True,Prednji,Euro 5,15.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Tuzla,Škoda,198000.0,Octavia,12700,Škoda Octavia 1.6 TDI manuel 105 ks 2011 god,2024-02-24T18:45:47.075Z,2011.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Doboj,Škoda,273779.0,Octavia,10300,Skoda Octavia 1.6 77kw dizel 2011 god tip,2024-03-30T03:51:49.249Z,2011.0,Bijela,FALSE,Prednji,Euro 5,15.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Ilidža,Škoda,280000.0,Octavia,13000,ŠKODA OCTAVIA 1.6 TDI DSG REGISTROVANA!,2023-11-25T04:41:56.283Z,2012.0,Siva,True,Prednji,Euro 6,17.0,Automatik,unavailable,FALSE,True,True
1.8,4/5,Benzin,118.0,Sarajevo - Novo Sarajevo,Škoda,195000.0,Yeti,17800,Škoda Yeti 1.8 TSI crveno 4x4,2024-01-27T03:44:03.696Z,2010.0,Siva,True,Sva četiri,Euro 5,17.0,Manuelni,unavailable,FALSE,True,True
2.0,4/5,Dizel,103.0,Lukavac,Škoda,300000.0,Superb,16500,Škoda Superb 2012,2023-12-16T01:47:17.113Z,2012.0,Crna,FALSE,Prednji,Euro 5,17.0,Manuelni,Limuzina,FALSE,True,True
2.0,4/5,Dizel,103.0,Kiseljak,Škoda,255321.0,Yeti,15600,Škoda Yeti 2.0 TDI,2024-02-24T17:24:53.426Z,2012.0,Plava,True,Prednji,Euro 5,17.0,Manuelni,unavailable,FALSE,True,FALSE
1.6,4/5,Dizel,85.0,Konjic,Škoda,234000.0,Octavia,18500,Škoda Octavia,2023-12-09T15:38:14.900Z,2018.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.0,4/5,Benzin,44.0,Brčko,Škoda,98389.0,Fabia,18900,Škoda Fabia 1.0 MPI - Autorad doo,2023-11-25T04:41:56.283Z,2019.0,Siva,FALSE,Prednji,Euro 6,16.0,Manuelni,Malo auto,FALSE,FALSE,FALSE
1.6,4/5,Dizel,66.0,Derventa,Škoda,168400.0,Rapid,16990,Škoda Skoda Rapid 1.6 TDI Spaceback- 2014- U DOLASKU,2023-11-25T04:41:56.283Z,2014.0,Crna,True,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,FALSE,FALSE
2.0,4/5,Dizel,103.0,Doboj Jug,Škoda,202000.0,Yeti,17800,Skoda Yeti 4x4 103kw 2.0tdi 063682291,2023-11-25T04:41:56.283Z,2010.0,Crna,True,Sva četiri,Euro 5,16.0,Manuelni,unavailable,FALSE,True,FALSE
2.0,4/5,Dizel,103.0,Kiseljak,Škoda,261000.0,Yeti,16500,SKODA YETI 2.0 TDI 4x4 DSG FUL 061/224-709,2024-01-27T03:44:03.696Z,2010.0,Siva,True,Sva četiri,Euro 5,16.0,Automatik,Limuzina,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Srbac,Škoda,249000.0,Octavia,15999,Škoda Octavia TDI NAVI KUKA DIG KLIMA GOD 2015 UVOZ NJEMACKA,2024-01-27T03:44:03.696Z,2015.0,Siva,True,Prednji,Euro 6,17.0,Manuelni,Karavan,FALSE,True,FALSE
2.0,4/5,Dizel,103.0,Bileća,Škoda,298000.0,Yeti,15500,Škoda Yeti,2024-04-13T08:47:08.739Z,2011.0,Crna,True,Sva četiri,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,FALSE
1.6,4/5,Dizel,81.0,Gradačac,Škoda,262000.0,Octavia,19450,Škoda Octavia Dizel Automatik 1.6 -81 Kw,2024-02-03T05:38:29.621Z,2015.0,Crna,True,Prednji,Euro 5,16.0,Automatik,Karavan,FALSE,True,FALSE
2.0,4/5,Dizel,110.0,Bijeljina,Škoda,243256.0,Superb,30999,Škoda Skoda Superb 2.0 TDI Dsg BEZ IKAKVE ZAMJENE,2024-01-13T03:37:20.566Z,2017.0,Crna,True,Prednji,Euro 5,16.0,Automatik,Limuzina,FALSE,True,FALSE
2.0,4/5,Dizel,110.0,Brčko,Škoda,184212.0,Karoq,36900,Škoda Karoq 2.0tdi dsg 4x4 cijena do registracije,2024-06-08T06:47:39.123Z,2018.0,Siva,FALSE,Prednji,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,FALSE
1.6,4/5,Dizel,88.0,Ilidža,Škoda,249000.0,Superb,34600,ŠKODA SUPERB 2017 DSG,2023-12-02T01:47:51.578Z,2017.0,Siva,True,Prednji,Euro 6,19.0,Automatik,Limuzina,FALSE,True,True
2.0,4/5,Dizel,110.0,Bihać,Škoda,6.0,Karoq,75800,Škoda Karoq 2.0 TDI STYLE 4x4 DSG,2023-12-02T01:47:51.578Z,2023.0,Siva,True,Prednji,Euro 5,17.0,Automatik,SUV,FALSE,True,FALSE
1.0,4/5,Benzin,70.0,Bihać,Škoda,4.0,Kamiq,37000,Škoda Kamiq 2023,2023-12-30T11:57:32.217Z,2023.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,SUV,FALSE,FALSE,FALSE
2.0,4/5,Dizel,103.0,Orašje,Škoda,244841.0,Superb,6500,Škoda Superb 2006,2023-12-23T04:03:35.350Z,2006.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.2,4/5,Dizel,55.0,Tuzla,Škoda,0.0,Fabia,8800,Škoda Fabia 2011,2023-12-09T15:38:14.900Z,2011.0,Bijela,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.0,2/3,Benzin,44.0,Živinice,Škoda,194000.0,Citigo,9999,Škoda Citigo Klima Navigacija Alu Felge Bluetooth Uvoz Njemacka,2024-01-06T02:40:50.124Z,2014.0,Plava,FALSE,Prednji,Euro 5,14.0,Manuelni,Limuzina,FALSE,True,FALSE
1.9,4/5,Dizel,74.0,Sarajevo - Novo Sarajevo,Škoda,196000.0,Fabia,6000,Škoda Fabia,2023-11-04T02:31:06.391Z,2002.0,Plava,FALSE,Prednji,Euro 3,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.2,4/5,Benzin,63.0,Bijeljina,Škoda,95000.0,Fabia,9600,Škoda Fabia 2011,2023-11-18T11:12:17.828Z,2011.0,Zelena,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Bijeljina,Škoda,280000.0,Octavia,9990,Škoda Octavia,2023-11-25T04:41:56.283Z,2009.0,Crvena,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.6,4/5,Dizel,55.0,Tuzla,Škoda,192100.0,Fabia,10150,Škoda Fabia 1.6 TDI 2011,2023-11-25T04:41:56.283Z,2011.0,Plava,FALSE,Prednji,Euro 5,15.0,Manuelni,Limuzina,FALSE,FALSE,True
1.6,4/5,Dizel,77.0,Jajce,Škoda,220755.0,Octavia,10999,Škoda Octavia 1.6d,2023-11-04T02:31:06.391Z,2011.0,Crna,True,Prednji,Euro 5,17.0,Manuelni,Karavan,FALSE,FALSE,True
1.6,4/5,Dizel,77.0,Derventa,Škoda,307000.0,Octavia,12300,Škoda Octavia 1.6 tdi 4x4 2010.,2023-12-02T01:47:51.578Z,2010.0,Siva,True,Sva četiri,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.0,4/5,Benzin,44.0,Gradačac,Škoda,148554.0,Fabia,14000,"Škoda Fabia 1.0 mpi benzin, 44 kw, 2017.god. registrovana",2023-11-11T06:50:33.464Z,2017.0,Bijela,FALSE,Prednji,Euro 6,14.0,Manuelni,Limuzina,FALSE,FALSE,True
1.2,4/5,Benzin,77.0,Zvornik,Škoda,201000.0,Octavia,12950,Škoda Octavia 1.2 DSG VRS,2023-11-25T04:41:56.283Z,2011.0,Crna,FALSE,Prednji,Euro 5,16.0,Automatik,Limuzina,FALSE,FALSE,True
1.6,4/5,Dizel,77.0,Doboj,Škoda,260000.0,Roomster,10900,"Škoda Roomster  2011 GOD 1,6 TDI  066 808 966",2023-11-04T02:31:06.391Z,2011.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,Monovolumen,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Doboj,Škoda,271000.0,Octavia,11900,"Škoda Octavia 1.6TDI 77KW, 2012G",2024-01-06T02:40:50.124Z,2012.0,Bijela,True,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,True,FALSE
1.6,4/5,Dizel,77.0,Brčko,Škoda,197500.0,Octavia,11600,Škoda Octavia 1.6 TDI 4x4,2023-11-04T02:31:06.391Z,2010.0,Srebrena,True,Sva četiri,Euro 5,15.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.6,4/5,Dizel,66.0,Tuzla,Škoda,142259.0,Fabia,12800,Škoda Fabia 2013.*1.6*TDI,2023-12-23T04:03:35.350Z,2013.0,Siva,True,Prednji,Euro 5,15.0,Manuelni,Karavan,FALSE,FALSE,True
1.6,4/5,Dizel,77.0,Maglaj,Škoda,172000.0,Octavia,13300,Škoda Octavia 1.6 TDI 77KW 2012god.*ELEGANCE*,2023-11-04T02:31:06.391Z,2012.0,Crna,True,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.0,4/5,Benzin,44.0,Banja Luka,Škoda,203000.0,Fabia,15600,Škoda Fabia 1.0 MPI Benzin-Plin,2024-02-10T04:50:44.312Z,2019.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.0,4/5,Benzin,55.0,Ilidža,Škoda,60594.0,Fabia,17800,Škoda Fabia SW 2019 (AKCIJSKA CIJENA),2024-06-08T06:47:39.123Z,2019.0,Siva,FALSE,Prednji,Euro 6,15.0,Manuelni,Karavan,FALSE,FALSE,True
2.0,4/5,Dizel,103.0,Zenica,Škoda,165000.0,Superb,17650,Škoda Superb 2012,2023-11-18T11:12:17.835Z,2012.0,Crna,True,Prednji,Euro 5,16.0,Manuelni,Limuzina,FALSE,FALSE,True
2.0,4/5,Dizel,103.0,Derventa,Škoda,174500.0,Yeti,19990,Škoda Skoda Yeti 2.0 TDI 4X4 DSG- 2011- U DOLASKU,2023-11-25T04:41:56.283Z,2011.0,Crna,True,Sva četiri,Euro 5,16.0,Automatik,SUV,FALSE,True,FALSE
1.6,4/5,Dizel,88.0,Banja Luka,Škoda,207000.0,Superb,31500,ŠKODA SUPERB 1.6 TDI 120KS BUSINESS GREENTECH,2024-02-03T05:38:29.621Z,2017.0,Siva,True,Prednji,Euro 6,16.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.6,4/5,Dizel,88.0,Bihać,Škoda,125000.0,Superb,31000,Škoda Superb,2024-03-02T09:23:51.799Z,2017.0,Srebrena,True,Prednji,Euro 6,17.0,Manuelni,Limuzina,FALSE,True,FALSE
1.2,4/5,Benzin,51.0,Sarajevo - Centar,Škoda,0.0,Fabia,8100,Škoda Fabia Classic 1.2 HTP 2008,2023-11-18T11:12:17.828Z,2008.0,Siva,FALSE,Prednji,Euro 4,16.0,Manuelni,Limuzina,FALSE,FALSE,True
1.2,4/5,Benzin,77.0,Sanski Most,Škoda,192000.0,Fabia,9750,Škoda Fabia 2011 god..1.2 tsi..,2024-06-08T06:47:39.122Z,2011.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Konjic,Škoda,250000.0,Octavia,11750,Škoda Octavia 2010 4x4 oktavija,2023-11-25T04:41:56.283Z,2010.0,Siva,True,Sva četiri,Euro 5,16.0,Manuelni,Karavan,FALSE,FALSE,FALSE
2.0,4/5,Dizel,125.0,Tešanj,Škoda,286000.0,Octavia RS,14499,Škoda Octavia RS,2023-11-04T02:31:06.391Z,2011.0,Crna,True,Prednji,Euro 5,16.0,Automatik,Karavan,FALSE,True,True
1.6,4/5,Dizel,55.0,Žepče,Škoda,206100.0,Fabia,10900,Škoda Fabija 1.6TDI 2013god.Može zamjena,2023-11-04T02:31:06.391Z,2013.0,Crna,True,Sva četiri,Euro 5,15.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.6,4/5,Dizel,66.0,Velika Kladuša,Škoda,139500.0,Fabia,12300,Škoda Fabia,2023-11-25T04:41:56.283Z,2013.0,Crvena,FALSE,Sva četiri,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
2.0,4/5,Dizel,103.0,Doboj Jug,Škoda,236000.0,Yeti,15950,Škoda Yeti 2.0 TDI  4X4,2023-12-02T01:47:51.578Z,2010.0,Siva,True,Sva četiri,Euro 5,16.0,Manuelni,Monovolumen,FALSE,True,FALSE
1.6,4/5,Dizel,77.0,Zenica,Škoda,250000.0,Fabia,10300,Škoda Fabia 1.6 tdi 77kw Registrovana,2023-11-25T04:41:56.283Z,2011.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.2,4/5,Benzin,77.0,Banja Luka,Škoda,250966.0,Octavia,10950,"Škoda Octavia 1,2 benzin TSI. 12/2011 godina!",2023-11-04T02:31:06.391Z,2011.0,Bijela,FALSE,Prednji,Euro 5,15.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Kiseljak,Škoda,234000.0,Fabia,12900,Škoda Fabia Monte Carlo 1.6 tdi 77kw Digitalna klima Uvoz,2023-11-04T02:31:06.391Z,2012.0,Siva,True,Prednji,Euro 5,15.0,Manuelni,Malo auto,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Sarajevo - Novi Grad,Škoda,298042.0,Octavia,15000,Škoda Octavia 2011,2024-01-20T07:20:06.802Z,2011.0,Plava,FALSE,Sva četiri,Euro 5,16.0,Automatik,Limuzina,FALSE,FALSE,FALSE
2.0,4/5,Dizel,110.0,Doboj Jug,Škoda,102000.0,Karoq,39990,"Škoda Karoq 2018 godina, 2.0 Dizel 4x4",2023-11-25T04:41:56.283Z,2018.0,Plava,FALSE,Sva četiri,Euro 6,16.0,Manuelni,SUV,FALSE,FALSE,FALSE
2.0,4/5,Dizel,110.0,Foča,Škoda,232013.0,Superb,42000,Škoda Superb,2023-11-04T02:31:06.391Z,2018.0,Crna,FALSE,Prednji,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,FALSE
1.3,4/5,Benzin,43.0,Sarajevo - Centar,Škoda,164761.0,Felicia,2000,Škoda Felicia top,2023-11-25T04:41:56.283Z,1999.0,Zelena,FALSE,Prednji,Euro 2,15.0,Manuelni,Malo auto,FALSE,FALSE,True
1.9,4/5,Dizel,74.0,Visoko,Škoda,300000.0,Fabia,4800,Škoda Fabia 2002,2023-11-04T08:41:41.305Z,2002.0,Bordo,FALSE,Prednji,Euro 3,16.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.4,4/5,Benzin,44.0,Tuzla,Škoda,210000.0,Fabia,3550,Škoda Fabia,2023-11-04T08:41:41.305Z,2002.0,Bordo,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.9,4/5,Dizel,47.0,Srebrenik,Škoda,276746.0,Felicia,1700,Škoda Felicia,2023-11-18T11:12:17.828Z,1999.0,Bordo,FALSE,Prednji,Euro 5,16.0,Manuelni,SUV,FALSE,FALSE,True
1.2,4/5,Benzin,47.0,Kiseljak,Škoda,133000.0,Fabia,4100,Škoda Fabia 2004,2023-11-04T08:41:41.305Z,2004.0,Siva,FALSE,Prednji,Euro 4,14.0,Manuelni,Limuzina,FALSE,FALSE,True
1.4,4/5,Benzin,44.0,Sarajevo - Novi Grad,Škoda,180000.0,Fabia,3150,Škoda Fabia,2023-11-04T08:41:41.305Z,2002.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.4,4/5,Dizel,55.0,Sarajevo - Novi Grad,Škoda,243000.0,Fabia,2700,Škoda Fabia,2023-11-25T04:41:56.283Z,2004.0,Zlatna,FALSE,Prednji,Euro 3,14.0,Manuelni,Karavan,FALSE,FALSE,True
1.4,4/5,Dizel,59.0,Sarajevo - Centar,Škoda,276157.0,Fabia,3593,Škoda Fabia 2008,2023-11-25T04:41:56.283Z,2008.0,Plava,FALSE,Prednji,Euro 4,14.0,Manuelni,Malo auto,FALSE,FALSE,True
